trip_id,stop_id,stop_sequence,shape_dist_traveled
17286340,10933,14,4.434
17286340,11297,15,4.684
17286340,11291,16,4.822
17286340,10900,17,5.053
17286340,11271,18,5.248
17286340,11266,19,5.472
17286340,11673,20,5.694
17286340,11672,21,5.825
17286340,12065,22,5.987
17286340,11671,23,6.198
17286340,11670,24,6.285
17286340,11675,25,6.56
17286340,10865,26,6.745
17286340,10862,27,6.851
17286340,11254,28,7.006
17286340,10852,29,7.145
17286340,10847,30,7.257
17286340,11245,31,7.366
17286340,11240,32,7.478
17286340,12018,33,7.697
17286340,11637,34,7.929
17286340,12017,35,8.092
17286340,12013,36,8.205
17286340,12015,37,8.34
17286340,12016,38,8.641
17286340,12014,39,8.785
17286340,11636,40,8.903
17286340,12019,41,9.101
17286340,11641,42,9.244
17286340,12020,43,9.342
17286340,11640,44,9.533
17286340,11639,45,9.597
17286340,12012,46,9.874
17286340,99039,47,9.999
17286340,96010,48,10.147
17286340,99118,49,10.508
17286338,11342,6,4.816
17286338,11335,7,5.002
17286338,11327,8,5.186
17286338,10947,9,5.285
17286338,10939,10,5.484
17286338,10937,11,5.606
17286338,10933,12,5.699
17286338,11297,13,5.949
17286338,11291,14,6.087
17286338,10900,15,6.317
17286338,11271,16,6.513
17286338,11266,17,6.737
17286338,11673,18,6.959
17286338,11672,19,7.09
17286338,12065,20,7.252
17286338,11671,21,7.463
17286338,11670,22,7.55
17286338,11675,23,7.825
17286338,10865,24,8.01
17286338,10862,25,8.115
17286338,11254,26,8.271
17286338,10852,27,8.41
17286338,10847,28,8.522
17286338,11245,29,8.631
17286338,11240,30,8.743
17286338,12018,31,8.962
17286338,11637,32,9.194
17286338,12017,33,9.356
17286338,12013,34,9.47
17286338,12015,35,9.605
17286338,12016,36,9.906
17286338,12014,37,10.05
17286338,11636,38,10.168
17286338,12019,39,10.366
17286338,11641,40,10.509
17286338,12020,41,10.606
17286338,11640,42,10.798
17286338,11639,43,10.862
17286338,12012,44,11.139
17286338,99039,45,11.264
17286338,96010,46,11.412
17286338,99118,47,11.773
17545888,99342,2,0.027
17545888,12048,3,0.271
17545888,11657,4,0.39
17545888,12050,5,0.496
17545888,99005,6,0.692
17545888,91101,7,0.973
17545888,10115,8,1.246
17545888,10117,9,1.474
17545888,10501,10,1.627
17545888,10122,11,1.721
17545888,10510,12,1.876
17545888,10519,13,2.123
17545888,60220,14,2.248
17545888,10529,15,2.433
17545888,10154,16,2.629
17545888,10544,17,2.805
17545888,10552,18,3.061
17545888,10555,19,3.183
17545888,10195,20,3.398
17545888,10197,21,3.504
17545888,10205,22,3.775
17545888,10214,23,4.024
17545888,10220,24,4.147
17545888,12861,25,4.389
17545888,10613,26,4.506
17545888,13441,27,4.622
17545888,10622,28,4.77
17545888,10235,29,4.911
17545888,10629,30,5.148
17545888,10635,31,5.447
17545888,10255,32,5.613
17545888,10647,33,5.732
17545888,10259,34,5.859
17545888,10263,35,6.022
17545888,12923,36,6.153
17545888,10268,37,6.365
17545888,10672,38,6.601
17545888,10678,39,6.891
17545888,10280,40,7.065
17545888,10287,41,7.281
17545888,10690,42,7.47
17545888,10293,43,7.633
17545888,10296,44,7.905
17545888,10299,45,8.024
17545888,10307,46,8.38
17545888,10713,47,8.539
17545888,12239,48,8.798
17545888,11803,49,8.966
17545888,12241,50,9.07
17545888,11465,51,9.308
17287401,91101,1,0.0
17287401,10115,2,0.273
17287401,10117,3,0.501
17287401,10501,4,0.654
17287401,10122,5,0.748
17287401,10510,6,0.903
17287401,10519,7,1.15
17287401,60220,8,1.275
17287401,10529,9,1.46
17287401,10154,10,1.656
17287401,10544,11,1.832
17287401,10552,12,2.088
17287401,10555,13,2.21
17287401,10195,14,2.425
17287401,10197,15,2.532
17287401,10205,16,2.802
17287401,10214,17,3.051
17287401,10220,18,3.174
17287401,12861,19,3.416
17287401,10613,20,3.533
17287401,13441,21,3.649
17287401,10622,22,3.797
17287401,12878,23,3.947
17284989,12972,1,0.0
17284989,10720,2,0.269
17284989,12578,3,0.491
17284989,11070,4,0.774
17284989,11067,5,0.89
17284989,11063,6,1.26
17284989,11437,7,1.378
17284989,11434,8,1.67
17284989,11432,9,1.878
17284989,11051,10,2.032
17284989,11423,11,2.271
17284989,11417,12,2.487
17284989,11411,13,2.764
17284989,11408,14,2.912
17284989,11767,15,3.15
17284989,11397,16,3.303
17284989,11024,17,3.433
17284989,11391,18,3.601
17284989,11386,19,3.7
17284989,11011,20,3.883
17284989,11382,21,4.017
17284989,11000,22,4.259
17284989,11371,23,4.456
17284989,11370,24,4.568
17284989,13440,25,4.667
17284989,10987,26,4.856
17284989,10227,27,4.978
17284989,10975,28,5.143
17284989,10967,29,5.269
17284989,11337,30,5.542
17284989,10948,31,5.769
17284989,10946,32,5.894
17284989,11316,33,6.164
17284989,11309,34,6.3
17284989,11299,35,6.529
17284989,10910,36,6.764
17284989,11284,37,6.899
17284989,10895,38,7.01
17284989,11277,39,7.217
17284989,10884,40,7.434
17284989,10876,41,7.603
17284989,11262,42,7.723
17284989,10868,43,7.823
17284989,91102,44,8.32
17284989,99006,45,8.618
17284989,99010,46,8.739
17284989,12441,47,8.953
17284989,12781,48,9.132
17284989,12782,49,9.294
17290948,11371,1,0.0
17290948,11370,2,0.112
17290948,13440,3,0.21
17290948,10987,4,0.4
17290948,10227,5,0.522
17290948,10975,6,0.687
17290948,10967,7,0.812
17290948,11337,8,1.086
17290948,10948,9,1.313
17290948,10946,10,1.438
17290948,11316,11,1.708
17290948,11299,13,2.072
17290948,10910,14,2.307
17290948,10895,16,2.553
17290948,11277,17,2.761
17290948,10884,18,2.978
17290948,10876,19,3.147
17290948,11262,20,3.267
17290948,10868,21,3.367
17290948,91102,22,3.864
17290948,99006,23,4.162
17290948,99010,24,4.283
17290948,12441,25,4.496
17290948,12781,26,4.676
17290948,12782,27,4.838
17285091,11465,1,0.0
17285091,12972,2,0.253
17285091,10720,3,0.522
17285091,12578,4,0.744
17285091,11070,5,1.028
17285091,11067,6,1.144
17285091,11063,7,1.513
17285091,11437,8,1.632
17285091,11434,9,1.923
17285091,11432,10,2.131
17285091,11051,11,2.285
17285091,11423,12,2.524
17285091,11417,13,2.74
17285091,11411,14,3.018
17285091,11408,15,3.166
17285091,11767,16,3.403
17285091,11397,17,3.557
17285091,11024,18,3.686
17285091,11391,19,3.854
17285091,11386,20,3.953
17285091,11011,21,4.136
17285091,11382,22,4.27
17285091,11000,23,4.512
17285091,11371,24,4.709
17285091,11370,25,4.821
17285091,13440,26,4.92
17285091,10987,27,5.11
17285091,10227,28,5.231
17285091,10975,29,5.396
17285091,10967,30,5.522
17285091,11337,31,5.795
17285091,10948,32,6.022
17285091,10946,33,6.148
17285091,11316,34,6.417
17285091,11309,35,6.553
17285091,11299,36,6.782
17285091,10910,37,7.017
17285091,11284,38,7.152
17285091,10895,39,7.263
17285091,11277,40,7.47
17285091,10884,41,7.687
17285091,10876,42,7.857
17285091,11262,43,7.977
17285091,10868,44,8.076
17285091,91102,45,8.573
17285091,99006,46,8.871
17285091,99010,47,8.992
17285091,12441,48,9.206
17285091,12781,49,9.385
17285091,12782,50,9.547
17285843,91136,1,0.0
17285843,50140,2,0.418
17285843,59003,3,0.697
17285843,99281,4,0.847
17285843,99315,5,1.167
17285843,99316,6,1.457
17285843,50008,7,1.578
17285843,50040,8,1.71
17285843,50011,9,1.919
17285843,50012,10,2.103
17285843,50180,11,2.207
17285843,50179,12,2.356
17285843,50178,13,2.624
17285843,50177,14,2.876
17285843,50188,15,3.025
17285843,50156,16,3.118
17285843,50176,17,3.258
17285843,50172,18,3.378
17285843,50173,19,3.644
17285843,12541,20,3.911
17285843,12542,21,4.059
17285843,12892,22,4.321
17285843,12893,23,4.652
17285843,94017,24,4.915
17285843,12527,25,5.522
17285843,12528,26,5.718
17285843,12529,27,5.841
17285843,12530,28,6.071
17285843,12531,29,6.153
17285843,12524,30,6.348
17285843,12868,31,6.699
17285843,99037,32,6.831
17285843,99127,33,7.096
17285843,99126,34,7.35
17285843,99125,35,7.592
17285843,12515,36,7.677
17285843,12516,37,7.8
17285843,12517,38,7.932
17285843,99384,39,8.094
17285843,12863,40,8.196
17285843,12864,41,8.357
17285843,12865,42,8.595
17285843,12518,43,8.687
17285843,12866,44,8.863
17285843,12872,45,9.64
17285843,99580,46,10.906
17285843,13406,47,11.3
17285843,13407,48,11.447
17285843,12869,49,11.636
17285843,12870,50,11.823
17285843,12521,51,12.005
17285843,13408,52,12.129
17285843,10237,53,12.368
17285843,12155,54,12.418
17291193,94017,1,0.0
17291193,12527,2,0.608
17291193,12528,3,0.804
17291193,12529,4,0.927
17291193,12530,5,1.156
17291193,12531,6,1.239
17291193,12524,7,1.434
17291193,12868,8,1.784
17291193,99037,9,1.917
17291193,99127,10,2.181
17291193,99126,11,2.435
17291193,99125,12,2.677
17291193,12515,13,2.762
17291193,12516,14,2.885
17291193,12517,15,3.017
17291193,99384,16,3.18
17291193,12863,17,3.281
17291193,12864,18,3.443
17291193,12865,19,3.68
17291193,12518,20,3.772
17291193,12866,21,3.948
17291193,12872,22,4.726
17291193,99580,23,5.992
17291193,13406,24,6.385
17291193,13407,25,6.532
17291193,12869,26,6.721
17291193,12870,27,6.908
17291193,12521,28,7.091
17291193,13408,29,7.214
17291193,10237,30,7.454
17291193,12155,31,7.504
17285949,99015,1,0.0
17285949,10609,2,2.19
17285949,12136,3,2.387
17285949,11729,4,2.598
17285949,12135,5,2.857
17285949,11727,6,2.985
17285949,12134,7,3.108
17285949,60626,8,3.242
17285949,99355,9,3.418
17285949,60628,10,3.596
17285949,60629,11,3.85
17285949,99038,12,4.097
17285949,12139,13,4.296
17285949,11735,14,4.595
17285949,12154,15,4.809
17285949,12152,16,5.018
17285949,12151,17,5.279
17285949,10625,18,5.502
17285949,91032,19,5.97
17285949,12166,20,6.164
17285949,91043,21,6.279
17285949,12165,22,6.512
17285949,12164,23,6.781
17285949,11749,24,6.916
17285949,50123,25,7.018
17285949,50099,26,7.205
17285949,50121,27,7.464
17285949,50127,28,7.608
17285949,50128,29,7.775
17285949,50129,30,7.881
17285949,50130,31,8.095
17285949,50101,32,8.255
17285949,50102,33,8.541
17285949,50083,34,8.774
17285949,50082,35,8.974
17285949,50068,36,9.141
17285949,50065,37,9.273
17285949,99285,38,9.4
17285949,99286,39,9.647
17285949,99288,40,9.996
17285949,99308,41,10.202
17285949,99282,42,10.406
17285949,91136,43,10.78
17289122,12166,2,0.194
17289122,91043,3,0.309
17289122,12165,4,0.541
17289122,12164,5,0.81
17289122,11749,6,0.946
17289122,50123,7,1.047
17289122,50099,8,1.234
17289122,50121,9,1.493
17289122,50127,10,1.638
17289122,50128,11,1.805
17289122,50129,12,1.91
17289122,50130,13,2.124
17289122,50101,14,2.285
17289122,50102,15,2.571
17289122,50083,16,2.804
17289122,50082,17,3.003
17289122,50068,18,3.17
17289122,50065,19,3.303
17289122,99285,20,3.43
17289122,99286,21,3.677
17289122,99288,22,4.026
17289122,99308,23,4.232
17289122,99282,24,4.436
17289122,91136,25,4.81
17285849,12155,1,0.0
17285849,12140,2,0.444
17285849,12141,3,0.578
17285849,13394,4,0.772
17285849,99145,5,0.918
17285849,99015,6,1.675
17285849,10609,7,3.865
17285849,12136,8,4.062
17285849,11729,9,4.274
17285849,12135,10,4.532
17285849,11727,11,4.661
17285849,12134,12,4.784
17285849,99355,14,5.094
17285849,60628,15,5.271
17285849,60629,16,5.525
17285849,99038,17,5.772
17285849,12139,18,5.972
17285849,11735,19,6.27
17285849,12154,20,6.485
17285849,12152,21,6.693
17285849,12151,22,6.954
17285849,10625,23,7.178
17285849,12166,25,7.84
17285849,91043,26,7.955
17285849,12165,27,8.187
17285849,12164,28,8.456
17285849,11749,29,8.591
17285849,50123,30,8.693
17285849,50099,31,8.88
17285849,50121,32,9.139
17285849,50127,33,9.284
17285849,50128,34,9.45
17285849,50129,35,9.556
17285849,50130,36,9.77
17285849,50101,37,9.93
17285849,50102,38,10.216
17285849,50083,39,10.449
17285849,50082,40,10.649
17285849,50068,41,10.816
17285849,50065,42,10.949
17285849,99285,43,11.076
17285849,99286,44,11.323
17285849,99288,45,11.672
17285849,99308,46,11.878
17285849,99282,47,12.082
17285849,91136,48,12.456
17402118,99581,1,0.0
17402118,13396,2,0.354
17402118,13397,3,0.978
17402118,13398,4,1.231
17402118,10968,5,1.531
17402118,13408,6,2.313
17402118,10237,7,2.552
17402118,10628,8,2.774
17402118,10632,9,2.941
17402118,10253,10,3.168
17402118,10256,11,3.292
17402118,12917,12,3.568
17402118,99351,13,3.784
17402118,10660,14,3.957
17402118,10666,15,4.124
17402118,11775,16,4.279
17402118,11780,17,4.458
17402118,12218,18,5.025
17402118,11785,19,5.147
17402118,12205,20,5.798
17402118,99017,21,6.583
17402118,10274,22,7.094
17402118,13331,23,7.325
17402118,10284,24,7.534
17402118,10691,25,7.931
17402118,12966,26,8.179
17402118,12573,27,8.286
17402118,99098,28,8.746
17402118,12234,29,9.255
17402118,10703,30,9.699
17402118,10711,31,9.929
17402118,13020,32,10.143
17402121,13020,1,0.0
17402121,11450,2,0.502
17402121,11446,3,0.605
17402121,11794,4,1.007
17402121,99098,5,1.496
17402121,12232,6,1.998
17402121,11438,7,2.156
17402121,11053,8,2.46
17402121,11050,9,2.69
17402121,13332,10,2.827
17402121,11039,11,3.151
17402121,12929,12,3.592
17402121,12562,13,3.871
17402121,12948,14,4.571
17402121,12566,15,4.674
17402121,12945,16,4.897
17402121,12936,17,5.274
17402121,11037,18,5.409
17402121,11409,19,5.62
17402121,11402,20,5.787
17402121,11396,21,5.962
17402121,12191,22,6.178
17402121,11388,23,6.419
17402121,11016,24,6.498
17402121,11379,25,6.814
17402121,11376,26,6.882
17402121,99999,27,7.166
17402121,99464,28,7.368
17402121,99299,29,7.55
17402121,10588,30,8.223
17402121,13404,31,8.535
17402121,13405,32,8.734
17402121,99581,33,9.654
17401944,99582,1,0.0
17401944,13396,2,0.339
17401944,99449,3,0.87
17401944,99260,4,1.389
17401944,99261,5,1.891
17401944,99262,6,2.104
17401944,99263,7,2.589
17401944,12813,8,3.144
17401944,99864,9,3.477
17401944,13040,10,3.786
17401944,10182,11,4.266
17401944,99261,12,4.414
17401944,10556,13,4.613
17401944,10194,14,4.849
17401944,13009,15,5.005
17401944,10210,16,5.162
17401944,13043,17,5.638
17401944,13079,18,5.779
17401944,10615,19,6.076
17401944,99582,20,7.456
17402236,60681,1,0.0
17402236,99219,2,0.427
17402236,60788,3,1.235
17402236,12855,4,1.428
17402236,60790,5,1.686
17402236,60791,6,1.93
17402236,10605,7,2.217
17402236,60792,8,2.385
17402236,60793,9,2.625
17402236,60794,10,2.758
17402236,13491,11,2.952
17402236,60795,12,3.228
17402236,60796,13,3.404
17402236,60797,14,3.568
17402236,60817,15,3.827
17402236,60818,16,4.023
17402236,60819,17,4.257
17402236,60820,18,4.598
17402236,11321,19,4.699
17402236,10936,20,4.909
17402236,13111,21,5.043
17402236,11295,22,5.203
17402236,99377,23,5.34
17402224,94045,1,0.0
17402224,12400,2,0.198
17402224,13390,3,0.521
17402224,10493,4,3.594
17402224,12446,5,3.84
17402224,10496,6,4.157
17402224,10506,7,4.385
17402224,13463,8,4.518
17402224,10520,9,4.646
17402224,89023,10,4.793
17402224,99228,11,5.012
17402224,10157,12,5.092
17402224,10546,13,5.266
17402224,10191,14,5.63
17402224,99218,15,5.915
17402224,60681,16,6.418
17402224,99219,17,6.844
17402224,60788,18,7.653
17402224,12855,19,7.846
17402224,60790,20,8.104
17402224,60791,21,8.348
17402224,10605,22,8.635
17402224,60792,23,8.803
17402224,60793,24,9.043
17402224,60794,25,9.176
17402224,13491,26,9.37
17402224,60795,27,9.646
17402224,60796,28,9.822
17402224,60797,29,9.986
17402224,60817,30,10.245
17402224,60818,31,10.441
17402224,60819,32,10.674
17402224,60820,33,11.016
17402224,11321,34,11.117
17402224,10936,35,11.326
17402224,13111,36,11.461
17402224,11295,37,11.621
17402224,99377,38,11.758
17402221,99220,3,0.67
17402221,10941,4,0.852
17402221,10928,5,1.269
17402221,11278,6,1.927
17402221,10880,7,2.147
17402221,10869,8,2.337
17402221,12061,9,2.568
17402221,11662,10,2.954
17402221,94045,11,7.637
17402235,99377,1,0.0
17402235,10159,2,0.142
17402235,10183,3,0.433
17402235,13294,4,0.74
17402235,60830,5,1.116
17402235,60831,6,1.352
17402235,60832,7,1.514
17402235,60833,8,1.889
17402235,60834,9,2.152
17402235,12145,10,2.379
17402235,12144,11,2.55
17402235,11732,12,2.725
17402235,10990,13,2.959
17402235,12129,14,3.193
17402235,12130,15,3.445
17402235,12128,16,3.471
17402235,12125,17,3.717
17402235,11721,18,3.849
17402235,99218,19,4.798
17402235,60681,20,5.301
17402235,99219,21,5.728
17402235,99220,22,5.972
17402235,10941,23,6.154
17402235,10928,24,6.57
17402235,11278,25,7.229
17402235,10880,26,7.449
17402235,10869,27,7.638
17402235,12061,28,7.869
17402235,11662,29,8.256
17402235,94045,30,12.938
17403777,99062,1,0.0
17403777,12654,2,0.298
17403777,12657,3,0.397
17403777,12331,4,0.611
17403777,12333,5,0.719
17403777,11906,6,0.919
17403777,12338,7,1.082
17403777,12661,8,1.224
17403777,99865,9,1.42
17403777,99866,10,1.603
17403777,99867,11,1.812
17403777,99868,12,2.054
17403777,13180,13,2.235
17403777,12669,14,2.516
17403777,12350,15,2.655
17403777,12675,16,2.864
17403777,96034,17,3.331
17403774,96034,1,0.0
17403774,11575,2,0.56
17403774,10802,3,0.75
17403774,11173,4,0.852
17403774,11928,5,1.1
17403774,12665,6,1.374
17403774,11568,7,1.596
17403774,11916,8,1.838
17403774,11564,9,1.954
17403774,12340,10,2.208
17403774,11910,11,2.393
17403774,12337,12,2.515
17403774,12335,13,2.717
17403774,11560,14,2.925
17403774,11557,15,3.127
17403774,99381,16,3.222
17403774,99062,17,3.479
17287441,94024,1,0.0
17287441,11166,2,4.122
17287441,11158,3,4.291
17287441,11147,4,4.616
17287441,11141,5,4.958
17287441,11136,6,5.177
17287441,11129,7,5.507
17287441,11119,8,6.156
17287441,12272,9,6.422
17287441,12270,10,6.556
17287441,12269,11,6.758
17287441,12268,12,6.89
17287441,12266,13,7.289
17287441,11113,14,7.41
17287441,10759,15,7.485
17287441,12599,16,7.733
17287441,12264,17,7.957
17287441,12263,18,8.119
17287441,12598,19,8.289
17287441,12261,20,8.598
17287441,12260,21,8.699
17287441,12595,22,8.88
17287441,12594,23,9.055
17287441,12258,24,9.179
17287441,12257,25,9.283
17287441,12259,26,9.397
17287441,12593,27,9.502
17287441,12255,28,9.777
17287441,10346,29,10.039
17287441,10003,30,10.144
17287441,10004,31,10.288
17287441,12597,32,10.495
17287441,10347,33,10.731
17287441,10006,34,11.07
17287441,10349,35,11.218
17287441,10007,36,11.494
17287441,12606,37,12.161
17287441,12608,38,12.377
17287441,12281,39,12.598
17287441,12613,40,12.79
17287441,12284,41,13.074
17287441,12615,42,13.277
17287441,12286,43,13.382
17287441,12623,44,13.676
17287441,12626,45,13.869
17287441,12308,46,14.093
17287441,11876,47,14.288
17287441,11537,48,14.512
17287441,10368,49,14.672
17287441,12320,50,15.227
17287441,10374,51,15.532
17287441,88988,52,15.818
17287441,89006,53,16.143999
17287441,13024,54,16.422001
17287441,10034,55,16.802
17287441,10399,56,17.202999
17287441,95034,57,17.775
17287440,11107,1,0.0
17287440,13543,2,0.146
17287440,11827,3,0.319
17287440,11108,4,0.495
17287440,11106,5,0.686
17287440,11495,6,1.014
17287440,11498,7,1.24
17287440,11825,8,1.353
17287440,11824,9,1.476
17287440,11497,10,1.556
17287440,11499,11,1.699
17287440,11500,12,1.866
17287440,11501,13,1.995
17287440,11826,14,2.144
17287440,11503,15,2.449
17287440,11829,16,2.623
17287440,11831,17,2.873
17287440,11504,18,3.025
17287440,10351,19,3.265
17287440,11505,20,3.44
17287440,11832,21,3.603
17287440,11506,22,3.778
17287440,11507,23,3.91
17287440,11508,24,4.042
17287440,11833,25,4.206
17287440,11509,26,4.304
17287440,10360,27,4.626
17287440,10012,28,4.931
17287440,10370,29,5.297
17287440,10375,30,5.623
17287440,10384,31,5.953
17287440,10032,32,6.132
17287440,10044,33,6.612
17287440,94024,34,10.442
17287455,11505,1,0.0
17287455,11832,2,0.163
17287455,11506,3,0.338
17287455,11507,4,0.47
17287455,11508,5,0.602
17287455,11833,6,0.766
17287455,11509,7,0.864
17287455,10012,9,1.491
17287455,10370,10,1.857
17287455,10375,11,2.183
17287455,10384,12,2.513
17287455,10032,13,2.692
17287455,10044,14,3.172
17287455,94024,15,7.002
17287479,95034,1,0.0
17287479,11163,2,0.569
17287479,11151,3,0.92
17287479,13058,4,1.292
17287479,89007,5,1.58
17287479,99931,6,1.738
17287479,88962,7,1.919
17287479,89022,8,2.34
17287479,11548,9,2.45
17287479,12634,10,3.134
17287479,12310,11,3.346
17287479,11873,12,3.549
17287479,11867,13,3.823
17287479,11528,14,3.955
17287479,11852,15,4.323
17287479,11850,16,4.442
17287479,13129,17,4.606
17287479,11847,18,4.885
17287479,11518,19,5.161
17287479,11514,20,5.496
17287479,11835,21,5.73
17287479,10760,22,6.027
17287479,11112,23,6.154
17287479,11111,24,6.481
17287479,11107,25,6.882
17287479,13543,26,7.028
17287479,11827,27,7.2
17287479,11108,28,7.377
17287479,11106,29,7.567
17287479,11495,30,7.895
17287479,11498,31,8.122
17287479,11825,32,8.234
17287479,11824,33,8.358
17287479,11497,34,8.437
17287479,11499,35,8.58
17287479,11500,36,8.748
17287479,11501,37,8.877
17287479,11826,38,9.026
17287479,11503,39,9.331
17287479,11829,40,9.504
17287479,11831,41,9.755
17287479,11504,42,9.907
17287479,10351,43,10.147
17287479,11505,44,10.322
17287479,11832,45,10.485
17287479,11506,46,10.66
17287479,11507,47,10.792
17287479,11508,48,10.923
17287479,11833,49,11.087
17287479,11509,50,11.186
17287479,10360,51,11.507
17287479,10012,52,11.813
17287479,10370,53,12.179
17287479,10375,54,12.504
17287479,10384,55,12.835
17287479,10032,56,13.014
17287479,10044,57,13.494
17287479,94024,58,17.323999
17285441,99186,1,0.0
17285441,95036,2,0.612
17285441,10409,3,0.856
17285441,88895,4,2.171
17285441,10074,5,2.393
17285441,10444,6,2.687
17285441,10450,7,3.029
17285441,10085,8,3.238
17285441,10464,9,3.494
17285441,10095,10,3.596
17285441,13003,11,3.802
17285441,10107,12,4.015
17285441,99157,13,4.525
17285441,10124,14,4.777
17285441,10132,15,4.964
17285441,99041,16,5.594
17285441,13321,17,5.786
17285441,12842,18,6.213
17285441,12841,19,6.42
17285441,12844,20,6.567
17285441,12489,21,6.8
17285441,12839,22,7.025
17285441,12840,23,7.313
17285441,12838,24,7.504
17285441,23006,25,7.854
17285462,23006,1,0.0
17285462,12111,2,0.359
17285462,11700,3,0.554
17285462,11699,4,0.845
17285462,12112,5,1.072
17285462,11703,6,1.302
17285462,11701,7,1.443
17285462,99042,8,1.704
17285462,99156,9,2.142
17285462,11292,10,2.325
17285462,13104,11,2.58
17285462,11274,12,2.904
17285462,11265,13,3.096
17285462,11261,14,3.35
17285462,13070,15,3.545
17285462,11251,16,3.847
17285462,13101,17,4.057
17285462,11241,18,4.269
17285462,11233,19,4.423
17285462,11227,20,4.619
17285462,11223,21,4.89
17285462,11214,22,5.229
17285462,11210,23,5.484
17285462,88894,24,5.725
17285462,99197,25,6.913
17285462,11167,26,7.052
17285462,13171,27,7.339
17285462,99186,28,7.658
17403771,11854,1,0.0
17403771,12616,2,0.395
17403771,12618,3,0.541
17403771,12625,4,0.754
17403771,12305,5,0.953
17403771,10365,6,1.17
17403771,99155,7,1.549
17403771,13337,8,1.645
17403771,10379,9,1.74
17403771,13525,10,1.951
17403771,10029,11,2.082
17403771,10033,12,2.243
17403771,10392,13,2.406
17403771,10040,14,2.629
17403771,10043,15,2.798
17403771,11570,16,2.953
17403771,10410,17,3.231
17403771,12675,18,3.538
17403771,94025,19,4.038
17403769,94025,1,0.0
17403769,11575,2,0.522
17403769,10802,3,0.712
17403769,11169,4,1.01
17403769,12347,5,1.228
17403769,10796,6,1.332
17403769,11162,7,1.542
17403769,10787,8,1.766
17403769,11150,9,1.966
17403769,10782,10,2.12
17403769,11140,11,2.36
17403769,13348,12,2.52
17403769,11132,13,2.699
17403769,11878,14,3.03
17403769,11870,15,3.256
17403769,11866,16,3.408
17403769,11854,17,3.698
17287055,89002,1,0.0
17287055,10045,2,0.35
17287055,12685,3,1.051
17287055,12684,4,1.261
17287055,12356,5,1.396
17287055,12681,6,1.598
17287055,12676,7,1.778
17287055,12672,8,1.956
17287055,13192,9,2.246
17287055,12674,10,2.406
17287055,13028,11,2.538
17287055,10051,12,2.628
17287055,10426,13,3.001
17287055,10428,14,3.189
17287055,10432,15,3.365
17287055,10436,16,3.626
17287055,10073,17,3.849
17287055,10077,18,4.063
17287055,10447,19,4.297
17287055,10466,20,5.023
17287055,10477,21,5.266
17287055,13384,22,5.467
17287055,10486,23,5.637
17287055,10495,24,5.871
17287055,10128,25,5.997
17287055,99374,26,6.729
17287056,99374,1,0.0
17287056,13073,2,0.233
17287056,10521,3,0.422
17287056,11269,4,0.904
17287056,13103,5,1.002
17287056,11260,6,1.177
17287056,11255,7,1.44
17287056,11247,8,1.774
17287056,10091,9,1.971
17287056,10827,10,2.677
17287056,11212,11,2.928
17287056,11208,12,3.15
17287056,11200,13,3.413
17287056,10815,14,3.634
17287056,11189,15,3.869
17287056,11186,16,4.024
17287056,99385,17,4.199
17287056,11941,18,4.403
17287056,11180,19,4.575
17287056,11933,20,4.816
17287056,11932,21,5.022
17287056,11936,22,5.203
17287056,99470,23,5.324
17287056,11939,24,5.562
17287056,11581,25,5.716
17287056,11945,26,5.844
17287056,11182,27,6.003
17287056,11168,28,6.636
17287056,89002,29,7.123
17285310,94027,1,0.0
17285310,12689,2,0.252
17285310,12362,3,0.888
17285310,12363,4,1.128
17285310,10062,5,1.342
17285310,10434,6,1.553
17285310,13435,7,1.675
17285310,10442,8,2.083
17285310,12707,9,2.251
17285310,12710,10,2.422
17285310,12719,11,2.685
17285310,12721,12,2.952
17285310,12724,13,3.151
17285310,12730,14,3.246
17285310,12732,15,3.39
17285310,12743,16,3.66
17285310,12747,17,3.825
17285310,12761,18,4.075
17285310,12774,19,4.262
17285310,10476,20,4.698
17285310,99478,21,5.045
17285310,12419,22,5.134
17285310,12420,23,5.21
17285310,12421,24,5.356
17285310,99390,25,5.689
17285310,99047,26,6.078
17285310,99222,27,6.199
17285310,99223,28,6.493
17285310,99069,29,6.722
17285310,12785,30,6.9
17285310,12788,31,7.206
17285310,12791,32,7.372
17285310,10486,33,7.659
17285310,10495,34,7.893
17285310,10128,35,8.019
17285310,99374,36,8.751
17285309,12059,1,0.0
17285309,11660,2,0.361
17285309,99354,3,0.653
17285309,99045,4,0.867
17285309,99227,5,1.073
17285309,90050,6,1.377
17285309,99386,7,1.728
17285309,99387,8,1.878
17285309,11244,9,2.157
17285309,12023,10,2.387
17285309,99479,11,2.571
17285309,10467,12,2.667
17285309,12046,13,3.033
17285309,11648,14,3.307
17285309,12021,15,3.517
17285309,11630,16,3.754
17285309,12007,17,3.941
17285309,11620,18,4.073
17285309,11618,19,4.333
17285309,11990,20,4.46
17285309,11984,21,4.656
17285309,11983,22,4.907
17285309,11606,23,5.15
17285309,11603,24,5.311
17285309,10824,25,5.456
17285309,13436,26,5.894
17285309,11195,27,6.144
17285309,11952,28,6.439
17285309,11949,29,6.694
17285309,11584,30,7.248
17285309,94027,31,7.459
17285345,99374,1,0.0
17285345,13073,2,0.233
17285345,10521,3,0.422
17285345,11269,4,0.904
17285345,13103,5,1.002
17285345,11260,6,1.177
17285345,12059,7,1.455
17285345,11660,8,1.815
